opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
Positive,general,LOCATION1,1804,You will like LOCATION1 very much ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1455,You will love LOCATION1 and the park is just heaven,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,206,You will love the LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION2,2963,You will take either the Northern Line towards LOCATION2 or the Northern Line towards LOCATION1 Station,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2177,You would be better off looking at places around LOCATION1 maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2718,"You'd be better off looking further out, say down LOCATION2/LOCATION1 way",Negative,transit-location,LOCATION1,Negative,transit-location,LOCATION2,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,
,,,1246,"You're looking at the wrong London The LOCATION1 has marketing agencies all over, but particularly in the LOCATION2 area which is the original home of ad agencies and the like",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1644,"You're lucky to be in LOCATION1 as it's a good area, and central",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION2,2608,"You've got LOCATION1 for a night out one side, but a quick walk the other way and you're near LOCATION2  which is very peaceful and has lots of great pubs and good places to eat",Positive,nightlife,LOCATION2,Positive,quiet,LOCATION2,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,
,,,1525,Your best bet is to look at a map and all the places that seem near to LOCATION1 phone the estate agents and ask them prices as most of them do rentals as well  Can you give an idea of your budget,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1582,Your choices of bars are endless in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1570,"Your suggestions, apart from LOCATION1, are east end",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2823,"a bit I think LOCATION1 and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban",Negative,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2253,"actually LOCATION1 is nice , multicultural and you get to meet all sorts of people ",Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,117,actually my friend lives in south east in LOCATION1 and its terrible ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION2,2583,advice you to go shopping in LOCATION1 and LOCATION2(on a Saturday or sunday) for some alternative and vintage goodies,Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,2300,affordable places in London are mostly in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1012,"algate, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1322,all the way to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2194,"also if you choose to live in the southend area, from LOCATION1 you have the commuter coach service X1, that is operated by Stephenson",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2166,"also stayed in a hostel near LOCATION1 station which was fairly central, can't remember what it was called tho, think it was a well known one tho",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,639,"am thinking of moving to LOCATION1, have been living in SE London for almost a year and a half and fancy a move NW",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1678,"and as they are the only service that operates into LOCATION1, they not fighting for track or for platforms",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2231,any area in LOCATION1 is expensive but you can move outwards to areas like LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,792,"any way i he does he would probly stay around in his area,LOCATION1 which is SW London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,126,"areas like LOCATION1 are much more dangerouse, it just doesnt get that much bad publicity",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2699,as LOCATION1 and LOCATION2 are expensive areas,Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2736,as for LOCATION2 and LOCATION1  i normally avoid it  full of tourists and over priced ,Positive,touristy,LOCATION2,Positive,touristy,LOCATION1,Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,
,,,1953,"at 8 Little Randolph Street, Pancras, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2693,"avoid LOCATION2 and LOCATION1 , the rest is ok to good",Negative,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,quiet,LOCATION1,1016,"because LOCATION1 has no busses running through it , it feels nicely tucked away",Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION2,2748,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area",Positive,safety,LOCATION2,Positive,general,LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,
,,,707,book flight into LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,960,btw I live in LOCATION1 and it seems alright there so good luck with your decision,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2110,"but i also recommend LOCATION1, it's very nice and that's where a high proportion of canadians live ",Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2909,but i really like LOCATION1 and LOCATION2 as well,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1621,"but really, LOCATION1 is really nice  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,11,can recommend LOCATION1 in South London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2302,cause every time they get in a taxi they say LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,2499,"cheapest borough is LOCATION1, also known as corn beef London because of it's endless rows of red brick housing",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1150,check my profile if your interested  I live in LOCATION1 which is great,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,314,"check out this site below, it will give you some info about LOCATION1 :)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2059,church street in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,641,com London Gatwick Airport has a frequent service to LOCATION1  (Cheaper than the Gatwick Express) (32-35 minutes) London London Airport (restricted routes) is close to central London and connects into the London travel network via the LOCATION2 Light Railway Buses may be slightly cheaper for some of these journeys but who wants to sit in traffic for hours after a long flight,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,420,com i did a quick search using London 4 BR and LOCATION1 in the keywords,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1547,"come to think of it, if it was me, i would buy in LOCATION1, quiet area, with nice houses and good transport",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1608,"don't go there at the moment there is riots there x in tottenhom, LOCATION1 and LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,501,eg LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2049,ei=UTF-8andp=LOCATION1%20londonandfr2=tab-webandfr=,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,57,errm yeah I live in LOCATION1 and have NEVeR heard of such place lol Perhaps you need to check your info ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2237,festivals and book fair on LOCATION1 all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION2,2727,for a supermarket you can go to LOCATION1 or LOCATION2,Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1577,for best property information near LOCATION1 area,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1732,"from somewhere like reading,slough, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,195,"get over it  I live in LOCATION1 E13, and I know exactly how you feel",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,372,go to LOCATION1 I think that great care has been taken in LOCATION2 to preserve parks and green areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2093,"goldsmiths is an excellent uni :D but as has been said above , LOCATION1 is a bit of a skank area",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,457,good luck  LOCATION2 N12 is nice  LOCATION1 (E17) - good transport links,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1995,here i was interested in knowing about the area of south London and its football club called 'LOCATION1 ',,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1742,here is what I recommend:  LOCATION1: there is a tube stop for this area,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,124,"hi there i guess it depends in your area, i live in southeast London, there is something called adult education, ie LOCATION1 adult education or LOCATION2 adult education and there are lots of others maybe your area has one",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1114,hope i could help a bit I don't know much about LOCATION2 or LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,123,hope that helps very good I think LOCATION1 ( N7 ) is getting expensive for very solid reasons,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,499,however I've never heard of LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1410,html  I used to be a junior school governor for a school in LOCATION1 and I think it's fair to describe the area as inner London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,green-nature,LOCATION1,2392,i 'm afraid LOCATION1 has NO entertainment and outdoor activeties,Negative,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION2,2760,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live ",Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,218,i also agree with humpty with LOCATION1 being the safest but most expensive ,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,682,i found LOCATION1 a fantastic area with a real bohemian vibe plenty of markets and cool bars to drink at,Positive,shopping,LOCATION1,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,484,i grew up in LOCATION1 few nice places there and not to far for travel into London,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,live,LOCATION1,964,i have lived in London all my life and my nan used 2 live in LOCATION1 and it was like living in a squalor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1869,i heard LOCATION1 is cool,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2054,"i like LOCATION1 alot, idk if that's in zone one or not, it's emediatly to the west of the eye and east of LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1778,i live in LOCATION1  and wouldnt move for the world =) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1458,"i live in LOCATION1 and was wondering is there anyone who does resin and knows and store that sells it how much for, also can someone who is 13 go by theirselves and by it or do you have to be over 18 to buy it",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,486,"i live in LOCATION1, and well its fine (nothing horrible well nothing that no where else will have",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1197,"i live in LOCATION1, near LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,905,i live in LOCATION2 and my friends live in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,699,"i live in the LOCATION1 area and i dont really go to west London often , but LOCATION1 is great to go out in , very ` west London '",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,527,i live near LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,765,i lived in LOCATION1 in a small flat for 700quid a month,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,255,"i need to get their at 3pm, the problem is that i have to go by public transport as i dont have a car and i live in LOCATION1 in LOCATION2, which is an area just nearby wembley",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1641,"i really liked LOCATION1 as close to tube, lots of places to eat, cocktail bars, clubs and night clubs",Positive,dining,LOCATION1,Positive,nightlife,LOCATION1,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,9,i used to live all over LOCATION1  and for me it was perfect,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1955,i was driving thru LOCATION1 at Xmas time and a car full of black dudes tried to jack me,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,818,"i went to LOCATION1 , and its really nice , but it has more designer shops than normal ones , whereas bluewater has everything",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2443,i would go for LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1680,i would have loved to live in LOCATION1 town but i couldn't truely afford it,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,2920,"i would strongly not recommend LOCATION1 or LOCATION2 as they are very rough areas filled with gangs and trouble , ",Negative,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1635,i would sway towards LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION2,2674,"i would visit LOCATION1, LOCATION2",Positive,touristy,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,533,"i'm from LOCATION1 right next to LOCATION2 and its a pretty good borough, nice restaurants and parks",Positive,green-nature,LOCATION1,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,839,id steer clear of LOCATION1 is right rat hole,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,633,if money was no option i would live in a house around LOCATION1,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,684,if so oddballs juggling in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,692,"if you can afford it move to the LOCATION1 or LOCATION2, lovely little areas, if you are price restricted look at areas north west or west London suburbs that are very nice and you can get into central London fairly quickly, its a bit cheaper to live south of the thames, avoid the east end and some parts of se London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,781,"if you fancy somewhere a bit more cutesey , LOCATION1 is very sweet - its another huge hill like the heath , but a bit tidier",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,2530,"if you is a hip and happening chick, you gotta live in the LOCATION1 (that is LOCATION1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1777,"if you like museums go to the natural history museum and the science museum and LOCATION1 palace is a nice place to visit near these places the national art gallery and the tate modern and Buckingham palace, London eye etc are typical tourist attractions also enjoy London and I hope I helped :D",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2951,"if you r willing to move to south west , LOCATION2 is nice and cheap or LOCATION1 near LOCATION2",Positive,general,LOCATION2,Positive,price,LOCATION2,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2362,"if youre into alternative/urban/hipster/indie music/style hang out round LOCATION1; its painfully hip, ha ha, but i do kinda like it; its an inevitable destination",Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,2474,"if youre really looking for underground stuff, head for LOCATION1  and make a weekend of it",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1748,im lookin to move up to LOCATION1 after xmas and have been doin some research on the net about prices,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,153,in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION2,2829,in terms of value for money i would recommend going to LOCATION1 or LOCATION2,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,961,it depends how close you want to live really LOCATION1 is alright too,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1365,it's LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,932,"it's great  To me, LOCATION1 in Surrey (SW London) is a pretty good area to live",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1084,its near the tube stop LOCATION1 Its a brilliant club and very popular,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2045,ive never had trouble or my girlfriend id keep away from brixon and LOCATION2 though those places are dodgyest and LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1018,"just keep your wits about you, bad people are everywhere  I think you'll find LOCATION1 has a lot more crimes than LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1665,live in LOCATION1 it rocks,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1478,live near LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2687,lol living somewhere in LOCATION2 is quite expensive LOCATION1 is a good place to live,Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1318,look at david beckham after he married LOCATION1 {posh spice}{adams} beckham,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1846,look at website below I currently live in LOCATION1 and I love it,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,764,"lots of shops and restaraunts on the LOCATION1, cinemas a big waitrose (always a sign the middle classes are around)",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,110,luddite - some areas of London are safer than others and LOCATION1 according to the Met has one of the highest crime rates,,,,,,,,,,,,,,,,,,,,,,,,,,,
