OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
the cheapest areas are probablt Lancashire  Greater Manchester,Greater Manchester,price,1,Lancashire,price,1,"the cheapest areas are probablt LOCATION2 , LOCATION1","[('Lancashire', 'GPE'), ('Greater Manchester', 'GPE')]"
the rest of Oxfordshire is crap,Oxfordshire,general,1,,,0,the rest of LOCATION1 is crap  ,"[('Oxfordshire', 'GPE')]"
there are plenty of nice neighborhoods within a short distance to Suffolk,Suffolk,general,1,,,0,there are plenty of nice neighborhoods within a short distance to LOCATION1,"[('Suffolk', 'GPE')]"
there are some cool places in Oxfordshire too,Oxfordshire,general,1,,,0,"there are some cool places in LOCATION1, too","[('Oxfordshire', 'GPE')]"
there are very unclassy areas too like Devon and Tyne and Wear,Tyne and Wear,general,0,Devon,general,0,there are very unclassy areas too like LOCATION2 and LOCATION1 ,"[('Devon', 'GPE'), ('Tyne and Wear', 'GPE')]"
u could go to Somerset heres loads of markets up there u can get sum great stuff,Somerset,shopping,1,,,0,u could go to LOCATION1 heres loads of markets up there u can get sum great stuff,"[('Somerset', 'GPE')]"
well i live in West Sussex and it has a really great mix of greenery plus townlife and i would really recommend it,West Sussex,general,1,West Sussex,green-nature,1,"well i live in LOCATION1 and it has a really great mix of greenery plus ""townlife"" and i would really recommend it","[('West Sussex', 'GPE')]"
well you can try Bedfordshire I lived there 4 years,Bedfordshire,general,1,,,0,well you can try LOCATION1 (I lived there 4 years),"[('Bedfordshire', 'GPE')]"
when i visit London i do not see as many chavs as in other cities i guess they are spread all over in inner and outer London schemes Nottinghamshire can be quite rough if you go in the wrong direction though,Nottinghamshire,safety,0,,,0,when i visit London i do n't see as many chavs as in other cities i guess they 're spread all over in inner and outer London schemes LOCATION1 can be quite rough if you go in the wrong direction though,"[('London', 'GPE'), ('London', 'GPE'), ('Nottinghamshire', 'GPE')]"
whereas Durham and Leicestershire are good place to live,Durham,live,1,Leicestershire,live,1,whereas LOCATION2 and LOCATION1 are good place to live ,"[('Durham', 'GPE'), ('Leicestershire', 'GPE')]"
why would u wanna live in West Yorkshire that place is a dump too many scumsgangs who wanna rob people and cause trouble,West Yorkshire,general,0,West Yorkshire,safety,0,"why would u wanna live in LOCATION1 that place is a dump, too many scums(gangs) who wanna rob people and cause trouble","[('West Yorkshire', 'GPE')]"
work in central London at the moment and if I had enough money I would definitely live in Greater Manchester or South Yorkshire,Greater Manchester,price,0,Greater Manchester,live,1,"work in central London at the moment and if I had enough money, I would definitely live in LOCATION2 or LOCATION1","[('London', 'GPE'), ('Greater Manchester', 'GPE')]"
worked extensively around London and I would agree that Hampshire would not be my first choice to live,Hampshire,live,0,,,0,worked extensively around London and I would agree that LOCATION1 would not be my first choice to live,"[('London', 'GPE'), ('Hampshire', 'GPE')]"
would recommend Warwickshire and its also a big town with lots going on so would be good for finding a job,Warwickshire,general,1,,,0,would recommend LOCATION1 and its also a big town with lots going on so would be good for finding a job,"[('Warwickshire', 'GPE')]"
yes Northumberland has a lot of immigrants  but is still a nice place to live It is a nice place,Northumberland,general,1,Northumberland,live,1,"yes LOCATION1 has a lot of immigrants , but is still a nice place to live It is a nice place","[('Northumberland', 'GPE')]"
yes Lincolnshire is less safe,Lincolnshire,safety,0,,,0,yes LOCATION1 is less safe,"[('Lincolnshire', 'GPE')]"
yes Surrey London and Greater Manchester are very good areas,Greater Manchester,general,1,Surrey,general,1,yes LOCATION2 London and LOCATION1 are very good areas,"[('Surrey London', 'GPE'), ('Greater Manchester', 'GPE')]"
yes better than most I used to live near Hampshire  Tyne and Wear is one of the better places ,Tyne and Wear,general,1,,,0,"yes better than most I used to live near LOCATION2 ,  LOCATION1 is one of the better places ,","[('Hampshire', 'GPE'), ('Tyne and Wear', 'GPE')]"
you could also try round the Kent area,Kent,general,1,,,0,you could also try round the LOCATION1 area,"[('Kent', 'GPE')]"
you should live in Staffordshire or live in Buckinghamshire,Staffordshire,live,1,Buckinghamshire,live,1,you should live in LOCATION1 or live in LOCATION2,"[('Staffordshire', 'GPE'), ('Buckinghamshire', 'GPE')]"
you will pay more though as Lancashire is way trendier,Lancashire,price,0,,,0,you will pay more though as LOCATION1 is way trendier,"[('Lancashire', 'GPE')]"
Essex is in Greater London and is a very safe place,Essex,safety,1,,,0,   LOCATION1 is in Greater London  and is a very safe place,"[('Essex', 'GPE'), ('Greater London', 'GPE')]"
All the neighborhoods around Wiltshire are very nice and safe,Wiltshire,general,1,Wiltshire,safety,1,  All the neighborhoods around LOCATION1 are very nice and safe,"[('Wiltshire', 'GPE')]"
Cheap is Staffordshire West Sussex but not really cool,West Sussex,general,0,West Sussex,price,1,"  Cheap is LOCATION2, LOCATION1, but not really cool","[('Cheap', 'GPE'), ('West Sussex', 'GPE')]"
Dont Try Surrey,Surrey,general,0,,,0,  Dont Try LOCATION1,"[('Surrey', 'GPE')]"
I feel sorry for you living in Hertfordshire,Hertfordshire,live,1,,,0,  I feel sorry for you living in LOCATION1,"[('Hertfordshire', 'GPE')]"
I hear that under Northamptonshire is quite cheap,Northamptonshire,price,1,,,0,  I hear that under LOCATION1 is quite cheap,"[('Northamptonshire', 'GPE')]"
I liv in tower hamlets in Shropshire which is a place where a lot of violence happens wiv gangs e,Shropshire,safety,0,,,0,  I liv in tower hamlets in LOCATION1 which is a place where a lot of violence happens wiv gangs e,"[('Shropshire', 'GPE')]"
I live in Greater London and would really recommend it or the surrounding areas  Herefordshire,Herefordshire,general,1,Greater London,general,1,  I live in LOCATION2 and would really recommend it or the surrounding areas ( LOCATION1),"[('Greater London', 'GPE'), ('Herefordshire', 'GPE')]"
I lived in Worcestershire for three years and I loved it,Worcestershire,live,1,,,0,  I lived in LOCATION1 for three years and I loved it,"[('Worcestershire', 'GPE')]"
I only go to Cumbria to IKEA  I find it depressing  so I do not go anymore,Cumbria,general,0,,,0,  I only go to LOCATION1 to  IKEA - I find it depressing - so I don't go anymore,[]
I used to live in Hertfordshire just down the road years ago and the whole of that area was horrible then I live in Northumberland now which is lovely,Northumberland,general,1,Hertfordshire,general,0,  I used to live in LOCATION1 just down the road years ago and the whole of that area was horrible then I live in LOCATION2 now which is lovely,"[('Hertfordshire', 'GPE'), ('Northumberland', 'GPE')]"
I would go for Rutland which has a villagey feel about it and from my experience is very safe and very attractive,Rutland,general,1,Rutland,safety,1,"  I would go for LOCATION1, which has a 'villagey' feel about it and (from my experience) is very safe and very attractive ","[('Rutland', 'GPE')]"
I would personally recommend the Shropshire in the east of the London,Shropshire,general,1,,,0,"  I would personally recommend the LOCATION1, in the east of the London","[('Shropshire', 'GPE'), ('London', 'GPE')]"
I would suggest Hertfordshire its only 15 minutes away on the train and the north circular is only 15 minute drive down,Hertfordshire,general,1,,,0,  I would suggest LOCATION1 its only 15 minutes away on the train and the north circular is only 15 minute drive down ,"[('Hertfordshire', 'GPE')]"
I would not say the Cheshire is a hole like the other person did,Cheshire,general,1,,,0,  I wouldn't say the LOCATION1 is a  hole like the other person did,"[('Cheshire', 'GPE')]"
Id say live in the Oxfordshire particularly in the Dorset area,Dorset,live,1,Oxfordshire,live,1,"  I'd say live in the LOCATION1, particularly in the LOCATION2 area","[('Oxfordshire', 'GPE'), ('Dorset', 'GPE')]"
Ive stayed near Berkshire and its wonderfulclose to the center of town extraordinarily pleasant to wander around at night etc,Berkshire,general,1,Berkshire,transit-location,1,"  I've stayed near LOCATION1 and it's wonderfulclose to the center of town, extraordinarily pleasant to wander around at night, etc  ","[('Berkshire', 'GPE')]"
If I had the money Bedfordshire or Essex,Bedfordshire,general,1,Essex,price,0,  If I had the money LOCATION1 or LOCATION2 ,"[('Bedfordshire', 'GPE'), ('Essex', 'GPE')]"
If you live in the London e g zone 1 Staffordshire its expensive,Staffordshire,price,0,,,0,"  If you live in the London, e g zone 1 (LOCATION1) its expensive","[('London', 'GPE'), ('Staffordshire', 'GPE')]"
Staffordshire hs the advantage of good transport links both rail and bus routes,Staffordshire,transit-location,1,,,0,  LOCATION1 hs the advantage of good transport links both rail and bus routes),"[('Staffordshire', 'GPE')]"
Lancashire in Lancashire is lovely,Lancashire,general,1,,,0,  LOCATION1 in LOCATION1 is lovely,"[('Lancashire', 'GPE')]"
Berkshire is a nice area,Berkshire,general,1,,,0,  LOCATION1 is a nice area,"[('Berkshire', 'GPE')]"
Leicestershire is lovely but it does suffer from aircraft noise a bit,Leicestershire,general,1,Leicestershire,quiet,0,  LOCATION1 is lovely but it does suffer from aircraft noise a bit,"[('Leicestershire', 'GPE')]"
Staffordshire is nice and reasonable to live,Staffordshire,general,1,Staffordshire,live,1,  LOCATION1 is nice and reasonable to live,"[('Staffordshire', 'GPE')]"
Lancashire is not that nice but is relatively safe,Lancashire,general,0,Lancashire,safety,1,  LOCATION1 is not that nice but is relatively safe,"[('Lancashire', 'GPE')]"
East Riding of Yorkshire is one of these safets places in London,East Riding of Yorkshire,safety,1,,,0,  LOCATION1 is one of these safets places in London,"[('East Riding of Yorkshire', 'GPE'), ('London', 'GPE')]"
Berkshire is really lovely and has enough pubsrestaurantsshops to keep you going,Berkshire,shopping,1,Berkshire,general,1,  LOCATION1 is really lovely and has enough pubs/restaurants/shops to keep you going,"[('Berkshire', 'GPE')]"
South Yorkshire is safer,South Yorkshire,safety,1,,,0,  LOCATION1 is safer,"[('South Yorkshire', 'GPE')]"
Lancashire and Shropshire are meant to be lush,Shropshire,general,1,Lancashire,general,1,  LOCATION2 and LOCATION1 are meant to be lush,"[('Lancashire', 'GPE')]"
Greater London is nearer to LondonKent is a cesspit,Kent,general,0,Greater London,transit-location,1,"  LOCATION2 is nearer to London,LOCATION1 is a cesspit","[('Greater London', 'GPE')]"
Merseyside Dorset are all on the central line with good bus routes and houses reasonably cheap,Dorset,price,1,Merseyside,transit-location,1,"  LOCATION2, LOCATION1 are all on the central line with good bus routes and houses reasonably cheap","[('Merseyside', 'GPE'), ('Dorset', 'GPE')]"
Lots of great places around Tyne and Wear and Lincolnshire tube Piccadilly Circus or Leicester Square,Lincolnshire,transit-location,1,Lincolnshire,general,1,  Lots of great places around  LOCATION2 and LOCATION1 (tube: Piccadilly Circus or Leicester Square),"[('Tyne and Wear', 'GPE'), ('Lincolnshire', 'GPE'), ('Circus', 'GPE'), ('Leicester Square', 'GPE')]"
My final recommendation would have to be Cheshire,Cheshire,general,1,,,0,  My final recommendation would have to be LOCATION1,"[('Cheshire', 'GPE')]"
Parts of Northumberland particularly around the Common have become quite upmarket,Northumberland,general,1,,,0,"  Parts of LOCATION1, particularly around the Common have become quite upmarket","[('Northumberland', 'GPE')]"
Statistically the East Riding of Yorkshire area is one of the safest areas in London,East Riding of Yorkshire,safety,1,,,0,"  Statistically, the LOCATION1 area is one of the safest areas in London","[('East Riding of Yorkshire', 'GPE'), ('London', 'GPE')]"
The safest Boroughs are Rutland and Surrey,Surrey,safety,1,Rutland,safety,1,  The safest Boroughs are  LOCATION1 and LOCATION2,"[('Boroughs', 'GPE'), ('Rutland', 'GPE'), ('Surrey', 'GPE')]"
There are better places than Dorset to go hang out,Dorset,general,0,,,0,  There are better places than LOCATION1 to go hang out,"[('Dorset', 'GPE')]"
the most cheapest area are the worst you should live Worcestershire,Worcestershire,live,1,,,0,  the most cheapest area are the worst  you should live LOCATION1,"[('Worcestershire', 'GPE')]"
